2022-11-26T11:06:00,740 [-] [Framework Event Dispatcher: Equinox Container: 69460ecc-9544-4210-8c31-cd0e33fb12bd]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-26T11:06:00,748 [-] [Framework Event Dispatcher: Equinox Container: 69460ecc-9544-4210-8c31-cd0e33fb12bd]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-26T11:06:00,748 [-] [Framework Event Dispatcher: Equinox Container: 69460ecc-9544-4210-8c31-cd0e33fb12bd]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2022-11-26T18:52:18,811 [-] [Framework Event Dispatcher: Equinox Container: a957e377-5fe4-431e-b824-5476c0f9e238]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-26T18:52:18,816 [-] [Framework Event Dispatcher: Equinox Container: a957e377-5fe4-431e-b824-5476c0f9e238]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-26T18:52:18,816 [-] [Framework Event Dispatcher: Equinox Container: a957e377-5fe4-431e-b824-5476c0f9e238]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2022-11-27T13:09:51,814 [-] [Framework Event Dispatcher: Equinox Container: e8372831-82be-48ba-a7fd-ca337be0481e]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-27T13:09:51,830 [-] [Framework Event Dispatcher: Equinox Container: e8372831-82be-48ba-a7fd-ca337be0481e]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-27T13:09:51,830 [-] [Framework Event Dispatcher: Equinox Container: e8372831-82be-48ba-a7fd-ca337be0481e]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2022-11-28T10:50:59,813 [-] [Framework Event Dispatcher: Equinox Container: 5cee6c8e-3807-4477-b193-fc8279c7f939]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-28T10:50:59,818 [-] [Framework Event Dispatcher: Equinox Container: 5cee6c8e-3807-4477-b193-fc8279c7f939]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-28T10:50:59,818 [-] [Framework Event Dispatcher: Equinox Container: 5cee6c8e-3807-4477-b193-fc8279c7f939]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2022-11-28T14:07:17,592 [-] [Framework Event Dispatcher: Equinox Container: a84c968a-c160-4d79-9c68-b95eca402860]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-28T14:07:17,601 [-] [Framework Event Dispatcher: Equinox Container: a84c968a-c160-4d79-9c68-b95eca402860]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-28T14:07:17,602 [-] [Framework Event Dispatcher: Equinox Container: a84c968a-c160-4d79-9c68-b95eca402860]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2022-11-28T14:09:50,182 [-] [PassThroughMessageProcessor-1]  INFO __SynapseService STATUS = Message dispatched to the main sequence. Invalid URL., RESOURCE = /, HEALTH CHECK URL = /
2022-11-28T21:20:14,674 [-] [Framework Event Dispatcher: Equinox Container: 754a8cbb-e68a-43a0-a4ff-b2dafbfc240f]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-28T21:20:14,685 [-] [Framework Event Dispatcher: Equinox Container: 754a8cbb-e68a-43a0-a4ff-b2dafbfc240f]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-28T21:20:14,685 [-] [Framework Event Dispatcher: Equinox Container: 754a8cbb-e68a-43a0-a4ff-b2dafbfc240f]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2022-11-29T13:04:17,022 [-] [Framework Event Dispatcher: Equinox Container: e4963827-b8a2-4048-bc4d-bd95af908b3d]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-29T13:04:17,035 [-] [Framework Event Dispatcher: Equinox Container: e4963827-b8a2-4048-bc4d-bd95af908b3d]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-29T13:04:17,037 [-] [Framework Event Dispatcher: Equinox Container: e4963827-b8a2-4048-bc4d-bd95af908b3d]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2022-11-29T18:06:57,445 [-] [Framework Event Dispatcher: Equinox Container: 232d57d5-43f0-4200-903c-8df8cb5eaf69]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2022-11-29T18:06:57,451 [-] [Framework Event Dispatcher: Equinox Container: 232d57d5-43f0-4200-903c-8df8cb5eaf69]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2022-11-29T18:06:57,452 [-] [Framework Event Dispatcher: Equinox Container: 232d57d5-43f0-4200-903c-8df8cb5eaf69]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
